seller_id,revenue,total_orders,avg_delivery_days,late_rate,avg_review_score,quadrant
0aea4c6ae1505b3228ddf3dd7822ee5b,1427.91,8,17.875,25.0,3.875,Monitor (Low Priority)
0afccdb8a34ee5c79f7c06faf2b4d56e,1225.5,25,12.958333333333334,8.0,4.041666666666667,Monitor (Low Priority)
0b18d63d0cd1d723567903fd34a07df2,1678.1399999999999,9,6.571428571428571,0.0,4.785714285714286,"Grow (High Quality, Low Scale)"
0b35c634521043bf4b47e21547b99ab5,13533.65,51,16.92207792207792,11.5,3.4935064935064934,"Audit (High Revenue, High Risk)"
0b90b6df587eb83608a64ea8b390cf07,28592.32,164,14.004784688995215,3.3,4.002392344497608,"Audit (High Revenue, High Risk)"
0bae85eb84b9fb3bd773911e89288d54,7482.21,137,9.786206896551723,0.7,4.205479452054795,Promote (Strategic Partner)
0bb738e4d789e63e2267697c42d35a2d,2388.3,30,11.482758620689655,3.2,4.580645161290323,Promote (Strategic Partner)
0be8ff43f22e456b4e0371b2245e4d01,11805.5,161,9.851428571428572,6.1,3.8944444444444444,"Audit (High Revenue, High Risk)"
0bebbb2cea103a4a020c95d43fd7d754,1367.2,9,5.444444444444445,0.0,4.888888888888889,"Grow (High Quality, Low Scale)"
0bf0150d5b9d60d9cd2906003332f085,5774.6,39,13.612903225806452,14.5,3.711864406779661,"Audit (High Revenue, High Risk)"
0bfd0b434243adc5c2e1aa6baf19c6aa,371.20000000000005,6,8.0,0.0,3.6666666666666665,Monitor (Low Priority)
0c7533c71df861ec58ad7ff999ed0e8d,2989.2999999999997,61,10.150684931506849,4.1,4.082191780821918,"Audit (High Revenue, High Risk)"
0c7f30ae9b147eca07affbef92832a6a,479.5,5,8.0,0.0,5.0,"Grow (High Quality, Low Scale)"
0c8380b62e38e8a1e6adbeba7eb9688c,17348.79,182,12.059633027522937,4.5,4.032110091743119,"Audit (High Revenue, High Risk)"
0cbcee27c791afa0cdcb08587a2013a8,5324.15,39,12.9,9.8,3.8536585365853657,"Audit (High Revenue, High Risk)"
0d33a55da925bbf1ff02af5f6059fc7f,547.3,22,8.375,4.2,4.5,"Grow (High Quality, Low Scale)"
0d85bbda9889ce1f7e63778d24f346eb,4845.2,51,17.79310344827586,19.0,4.211538461538462,Promote (Strategic Partner)
0db783cfcd3b73998abc6e10e59a102f,9077.4,132,11.197080291970803,3.6,4.213235294117647,Promote (Strategic Partner)
0dd184061fb0eaa7ca37932c68ab91c5,18446.92,161,10.813471502590673,8.8,3.953125,"Audit (High Revenue, High Risk)"
0ddefe3c7a032b91f4e25b9c3a08fca1,402.9,9,8.3,0.0,4.5,"Grow (High Quality, Low Scale)"
0df3984f9dfb3d49ac6366acbd3bbb85,10021.49,87,9.136363636363637,1.1,4.303370786516854,Promote (Strategic Partner)
0e44d110fa6a54e121cb2c095a77762f,223.32,6,11.5,16.7,4.333333333333333,"Grow (High Quality, Low Scale)"
0e982cff76cc0579f632cea8a0e38c9d,1307.34,7,7.857142857142857,0.0,3.25,Monitor (Low Priority)
0ea22c1cfbdc755f86b9b54b39c16043,10711.7,237,10.50943396226415,0.7,4.3226415094339625,Promote (Strategic Partner)
0eaa7e33d73809f1f925f7d07c506cbd,1552.0,15,5.466666666666667,0.0,4.714285714285714,"Grow (High Quality, Low Scale)"
0ebd97a106433a45a4aebe57c1799778,3046.8,31,8.75,0.0,4.5,Promote (Strategic Partner)
0ed6ce5d87fd9c69eaacaeb778d67235,2141.42,43,15.547619047619047,14.0,4.404761904761905,"Grow (High Quality, Low Scale)"
0ef83d7d83ed97cd2a0049ac8be5f88a,4421.01,48,9.236363636363636,1.8,4.2407407407407405,Promote (Strategic Partner)
0ff83046c3fa22efee8ecf291888b191,768.9000000000001,10,11.909090909090908,0.0,4.818181818181818,"Grow (High Quality, Low Scale)"
0ffa40d54288e4f3499b8780dd0f144f,2162.8,33,13.085714285714285,11.4,4.4,"Grow (High Quality, Low Scale)"
10076e5788b8ee532724bcd460baf762,821.48,23,9.384615384615385,3.8,4.615384615384615,"Grow (High Quality, Low Scale)"
101a3a003516bc11253298b2fad3cb65,450.0,5,6.333333333333333,0.0,4.833333333333333,"Grow (High Quality, Low Scale)"
1025f0e2d44d7041d6cf58b6550e0bfa,138968.55,915,11.569014084507042,6.7,3.853107344632768,"Audit (High Revenue, High Risk)"
10ff823eda2b032e2c93d17a7d294736,1294.97,9,9.375,0.0,3.888888888888889,Monitor (Low Priority)
112453736dbe3889cfb74e1aaa0ba0c1,1890.0,7,13.142857142857142,0.0,4.071428571428571,Monitor (Low Priority)
1127b7f2594683f2510f1c2c834a486b,6851.33,114,9.7421875,5.3,4.090909090909091,"Audit (High Revenue, High Risk)"
11305281b50fff20ae8bb473f8e11876,6528.7,35,13.55,12.5,4.35,Promote (Strategic Partner)
113e3a788b935f48aad63e1c41dac1bd,847.35,39,11.604166666666666,4.2,4.404255319148936,"Grow (High Quality, Low Scale)"
116ccb1a1604bc88e4d234a8c23f33de,2004.89,61,8.315068493150685,2.7,4.602739726027397,"Grow (High Quality, Low Scale)"
117cfc326c6d50da67ca858ff5c0c852,454.6,5,5.8,0.0,4.6,"Grow (High Quality, Low Scale)"
11bfa66332777660bd0640ee84d47006,3925.87,76,15.72549019607843,15.7,3.784313725490196,"Audit (High Revenue, High Risk)"
11eac105f3f90a9b87b19c89d91e24f3,802.89,5,8.8,0.0,3.6,Monitor (Low Priority)
128639473a139ac0f3e5f5ade55873a5,11908.849999999999,533,13.96028880866426,4.3,4.176895306859206,Promote (Strategic Partner)
128f9bfbe4c7d5185033914b1de3d39a,1277.29,14,12.533333333333333,6.2,4.75,"Grow (High Quality, Low Scale)"
12b9676b00f60f3b700e83af21824c0e,26774.0,135,14.631578947368421,0.7,4.522388059701493,Promote (Strategic Partner)
13074f016982ff2bd6c58ced8682f000,2116.0,14,14.0,20.0,3.933333333333333,Monitor (Low Priority)
1336efc61c316ddf92c899eb817f7cae,4837.31,74,11.211764705882352,8.2,3.9411764705882355,"Audit (High Revenue, High Risk)"
134a288e7de827ec5ec62e3ec9c3a295,877.45,9,9.11111111111111,0.0,4.777777777777778,"Grow (High Quality, Low Scale)"
13511db12ac61e2f89c53b72a944a60b,798.0,6,8.833333333333334,0.0,3.5,Monitor (Low Priority)
1354d51653f645349064725ed204e85e,2410.0,18,8.7,0.0,3.8,"Audit (High Revenue, High Risk)"
138dbe45fc62f1e244378131a6801526,1125.56,49,5.879310344827586,1.7,3.9827586206896552,Monitor (Low Priority)
13c2ed7698b3ca92dad49e849219da59,498.61,8,11.0,0.0,4.444444444444445,"Grow (High Quality, Low Scale)"
13d058e4eeac2ce8217660b2f8a05812,3829.77,23,10.818181818181818,8.7,4.217391304347826,Promote (Strategic Partner)
13f57c12a00ed4610db646b913a7f5c6,645.2,7,12.307692307692308,15.4,4.769230769230769,"Grow (High Quality, Low Scale)"
13fa2a6c6b9d0f43cb588d7c82117a12,4528.0,9,20.0,30.0,4.0,"Audit (High Revenue, High Risk)"
141440cad9341e553f8401c574a2aa38,1288.2,11,6.5,0.0,4.166666666666667,"Grow (High Quality, Low Scale)"
1430239a858e7682bbc43b20758af153,660.79,18,6.863636363636363,0.0,3.9565217391304346,Monitor (Low Priority)
1464afc72f696af775557a821c2e253f,1059.36,29,10.8,3.3,4.166666666666667,"Grow (High Quality, Low Scale)"
14a08204d03bb6b6bde8029f801ae0eb,2185.4,28,8.263157894736842,0.0,3.8157894736842106,Monitor (Low Priority)
14d7985702e72162bbf13b6beb74ab2b,3887.0,37,10.578947368421053,10.5,4.342105263157895,Promote (Strategic Partner)
14ee35374a7876217954b5fa08e50463,809.0,6,17.0,16.7,4.333333333333333,"Grow (High Quality, Low Scale)"
152ee17e4c8aaf53dac99f3462e4999b,308.96000000000004,6,10.333333333333334,0.0,4.333333333333333,"Grow (High Quality, Low Scale)"
1554a68530182680ad5c8b042c3ab563,29052.53,247,13.576779026217228,5.9,4.2434456928838955,Promote (Strategic Partner)
157c3e4b42f81ac4a44e8b1ca2fe9876,2548.5,23,9.935483870967742,6.5,3.967741935483871,"Audit (High Revenue, High Risk)"
15aac934c58d886785ac1b17953ea898,4353.9,25,15.153846153846153,15.4,4.115384615384615,"Audit (High Revenue, High Risk)"
15cd6eefe58588619aaed41dfa6621b1,1622.74,16,13.944444444444445,5.6,4.333333333333333,"Grow (High Quality, Low Scale)"
15ead3a5037a918ddb520dfe39a3d2b9,275.5,7,18.428571428571427,25.0,4.375,"Grow (High Quality, Low Scale)"
15fa791d5e017f66402dc28c44480657,1802.0,8,11.125,12.5,4.25,"Grow (High Quality, Low Scale)"
16090f2ca825584b5a147ab24aa30c86,25716.44,402,8.753694581280788,7.8,4.044226044226044,"Audit (High Revenue, High Risk)"
165b1235e9e9942cb5fae67103576fb0,2085.15,11,6.8125,6.2,4.3125,"Grow (High Quality, Low Scale)"
165fc07beebdcb6190fba8a06db2a449,17481.4,50,13.1875,9.4,3.6875,"Audit (High Revenue, High Risk)"
1660ad786c27fd935378b6192a90b417,1570.0,12,8.538461538461538,7.7,4.615384615384615,"Grow (High Quality, Low Scale)"
167fd940acebc789debd6eb418c46e38,1077.58,5,15.0,20.0,3.0,Monitor (Low Priority)
1690cada046eb7e92c12f98b1f8a8167,1959.0,11,6.8,9.1,4.545454545454546,"Grow (High Quality, Low Scale)"
17306570e772e7718c92a562d33f5f1d,9669.8,29,13.5,6.2,3.625,"Audit (High Revenue, High Risk)"
1771297ac436903d1dd6b0e9279aa505,2881.27,28,8.972222222222221,2.8,4.628571428571429,Promote (Strategic Partner)
1782ce2db72c3dda627d5e7c898104e1,2010.8,9,26.9,10.0,4.3,"Grow (High Quality, Low Scale)"
17908cf9b444ee34047cadd5c0f4a516,1993.99,11,18.363636363636363,9.1,4.545454545454546,"Grow (High Quality, Low Scale)"
179d859f51292aac5c10806a356f7af9,404.46999999999997,18,8.789473684210526,5.3,4.315789473684211,"Grow (High Quality, Low Scale)"
17a053fcb14bd219540cbde0df490be0,40703.14,125,11.56081081081081,5.4,4.204081632653061,Promote (Strategic Partner)
17ca9b9e9b9ef8fdb529001b49ebb50f,9754.83,116,7.6015625,0.8,4.007751937984496,"Audit (High Revenue, High Risk)"
17e34d8224d27a541263c4c64b11a56b,56363.24,255,13.523076923076923,7.1,4.139097744360902,"Audit (High Revenue, High Risk)"
17f51e7198701186712e53a39c564617,48019.0,56,22.21311475409836,8.2,4.344262295081967,Promote (Strategic Partner)
180c3376aff0e43dd5788709df48a843,4513.0,5,15.6,10.0,4.7,Promote (Strategic Partner)
1835b56ce799e6a4dc4eddc053f04066,33344.21,423,12.330308529945553,8.8,3.591485507246377,"Audit (High Revenue, High Risk)"
1838dd9b8977065acf51d95e0053ea7a,2820.3,64,12.138461538461538,3.0,4.2388059701492535,Promote (Strategic Partner)
184a67a8f9f63234d3a92340bbdb727f,268.66,8,15.9,0.0,3.6363636363636362,Monitor (Low Priority)
186cdd1b2df32caa72cfb410bba768d3,1341.45,6,8.166666666666666,0.0,5.0,"Grow (High Quality, Low Scale)"
18a349e75d307f4b4cc646a691ed4216,8711.53,121,10.6796875,4.1,3.3945578231292517,"Audit (High Revenue, High Risk)"
18e694e0e48ed6f7aa3f24aade5fd697,701.54,31,5.470588235294118,2.9,4.676470588235294,"Grow (High Quality, Low Scale)"
1900267e848ceeba8fa32d80c1a5f5a8,24982.53,411,12.35564053537285,6.4,3.8550863723608444,"Audit (High Revenue, High Risk)"
1976a05ecf2996d6ffb7b5430e635fe7,1796.2,8,16.22222222222222,22.2,4.0,Monitor (Low Priority)
1987cd4be10fe09ee50454f9c354d1c6,2877.7,14,15.3125,6.2,4.25,Promote (Strategic Partner)
198c7ea11960a9844b544d9bcdca860c,1733.75,25,14.0,8.0,3.88,Monitor (Low Priority)
1996942dc085d7773ba77a529b163cd0,2943.51,10,11.333333333333334,0.0,3.9,"Audit (High Revenue, High Risk)"
1a3df491d1c4f1589fc2b934ada68bf2,23302.7,167,14.526315789473685,3.4,4.165730337078652,Promote (Strategic Partner)
1a932caad4f9d804097d7f8e615baed1,4661.0,20,8.466666666666667,10.0,3.566666666666667,"Audit (High Revenue, High Risk)"
1acde099eb406aa220b1169b188b42da,311.1,9,11.8,0.0,4.3,"Grow (High Quality, Low Scale)"
1b1ae47a313a825a7ccceb8e2e30fa9d,2243.9,11,10.1,0.0,3.9,Monitor (Low Priority)
1b45169b635ef59425637e9a33eb5fb3,308.9,7,7.25,0.0,4.625,"Grow (High Quality, Low Scale)"
1b4c3a6f53068f0b6944d2d005c9fc89,14760.300000000001,113,13.808695652173913,4.3,4.103448275862069,"Audit (High Revenue, High Risk)"
1b65c144b17e607c0f37f10bb7dfec8d,1109.5,5,8.2,0.0,2.0,Monitor (Low Priority)
1b7e5006cb25dd23ce8686691013b121,2636.74,11,15.090909090909092,18.2,4.363636363636363,Promote (Strategic Partner)
1b8356dabde1d35e17cef975c3f82730,3426.39,56,9.7,1.6,4.081967213114754,"Audit (High Revenue, High Risk)"
1b8b75e227c9a9c100d0c210fb6176ce,1914.8300000000002,19,14.466666666666667,5.3,3.3684210526315788,Monitor (Low Priority)
1b938a7ec6ac5061a66a3766e0e75f90,3987.6,30,10.96774193548387,0.0,4.242424242424242,Promote (Strategic Partner)
1bb2bdb95f4841f1bba2c0d2cd83d3c9,5002.71,81,11.891566265060241,5.9,4.583333333333333,Promote (Strategic Partner)
1bb3812d5f0747a3ab7348f199001a10,834.4000000000001,9,12.222222222222221,0.0,4.888888888888889,"Grow (High Quality, Low Scale)"
1c129092bf23f28a5930387c980c0dfc,9553.619999999999,201,11.127853881278538,4.1,4.168949771689498,Promote (Strategic Partner)
1c40343cc5d18c2d8248ac2f3366de34,2461.41,21,6.863636363636363,9.1,4.545454545454546,Promote (Strategic Partner)
1c5e4e49b9079480255b49d50aac1aa9,10173.11,12,8.333333333333334,0.0,4.333333333333333,Promote (Strategic Partner)
1c68394e931a64f90ea236c5ea590300,24832.75,142,15.35672514619883,3.5,3.9298245614035086,"Audit (High Revenue, High Risk)"
1ca7077d890b907f89be8c954a02686a,13341.57,115,14.511811023622048,13.9,2.198529411764706,"Audit (High Revenue, High Risk)"
1caf283236cd69af44cbc09a0a1e7d32,917.6,33,13.594594594594595,10.8,4.54054054054054,"Grow (High Quality, Low Scale)"
1cbd32d00d01bb8087a5eb088612fd9c,1045.47,11,11.75,8.3,4.25,"Grow (High Quality, Low Scale)"
1cbd50a8c52e6cf8e315c5709fab386f,785.97,9,18.444444444444443,11.1,3.7777777777777777,Monitor (Low Priority)
1cd9e0cc1839d55516843def5600816d,825.0,5,7.4,0.0,5.0,"Grow (High Quality, Low Scale)"
1ce3ae5a399804d1a87e706f8a813c3e,2563.0,40,13.340909090909092,6.8,3.727272727272727,"Audit (High Revenue, High Risk)"
1d29dfba02015238dfbe2449a5eaa361,612.8,12,14.833333333333334,8.3,4.5,"Grow (High Quality, Low Scale)"
1d4587203296c8f4ad134dc286fa6db0,2323.3,42,9.121951219512194,2.3,4.3023255813953485,"Grow (High Quality, Low Scale)"
1d503743d2526f03f0c2c89540ee008c,516.04,12,8.588235294117647,5.9,4.235294117647059,"Grow (High Quality, Low Scale)"
1d8dbc4f32378d715c717c1c1fc57bae,11315.89,92,15.051546391752577,8.2,3.8958333333333335,"Audit (High Revenue, High Risk)"
1da366cade6d8276e7d8beea7af5d4bf,6917.589999999999,43,16.979166666666668,6.1,3.9375,"Audit (High Revenue, High Risk)"
1da3aeb70d7989d1e6d9b0e887f97c23,8823.52,265,7.8734567901234565,4.0,4.079754601226994,"Audit (High Revenue, High Risk)"
1dc2de47ee26a0a5b12dc14fd6dc0dea,1670.3,25,14.296296296296296,3.7,4.518518518518518,"Grow (High Quality, Low Scale)"
1dcfa3835714681d4ba4a93bc1e0fd41,1278.5,13,15.5,0.0,3.857142857142857,Monitor (Low Priority)
1dd33b8119b3cb1056ed5dc88cd0aaf4,1513.0,8,10.5,12.5,3.75,Monitor (Low Priority)
1dfe5347016252a7884b694d4f10f5c4,1693.5,21,19.03846153846154,22.2,3.1923076923076925,Monitor (Low Priority)
1e483cc5c76fef08d3ca05f9a8af7d01,171.99,10,7.6,0.0,4.090909090909091,Monitor (Low Priority)
1e8b33f18b4f7598d87f5cbee2282cc2,17309.06,123,7.359712230215828,2.9,4.282608695652174,Promote (Strategic Partner)
1e8c6a4c538f286aee9573239740a4b4,359.7,5,7.0,0.0,3.8,Monitor (Low Priority)
1eade46fba20122dc4aefb379f8c636b,3635.37,58,11.52,12.0,4.306666666666667,Promote (Strategic Partner)
1f1bb1f0859883505541bdd6606193e5,16040.84,27,13.758620689655173,10.3,4.310344827586207,Promote (Strategic Partner)
